TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
17-06-2025,27.2,33.4,29.6,76,0,3.7,4,240,1,C
18-06-2025,24.8,29,26.5,87,41.5,3.4,5,240,1,C
19-06-2025,25.6,28.8,26.6,81,2,0.2,3,50,1,C
20-06-2025,25.6,32.4,28.2,74,8888,0,2,121,0,C
21-06-2025,24.9,31.8,27.4,83,10.9,7.6,2,340,1,C
22-06-2025,25.2,32.4,28.9,76,8888,1,5,120,2,E
23-06-2025,26.2,32.8,28.7,76,8888,5.6,3,80,1,C
24-06-2025,26.2,31,28.1,80,0.4,3.4,3,290,1,C
25-06-2025,26.2,32.6,28.4,75,0,0.9,4,300,1,C
26-06-2025,26.2,32.4,28.8,73,0,3.6,2,250,0,C
27-06-2025,26.2,32.2,29.1,77,0,6.4,3,300,1,C
28-06-2025,27.6,31.6,28.4,77,0,0.5,3,100,1,C
29-06-2025,24.6,27.4,25.8,90,5.7,0.5,3,160,1,C
30-06-2025,25,32,28.1,79,2.1,0.4,3,81,1,C
1/7/2025,24.8,33,28.7,78,17.9,0,3,220,1,C
2/7/2025,25.2,33.2,28.2,78,0,0,4,130,1,C
3/7/2025,24.8,31.6,28.2,79,13,0,3,90,0,C
4/7/2025,25.2,33,28.7,74,0,0,3,290,0,C
5/7/2025,27,32.4,29.3,74,0,7.6,4,260,1,C
6/7/2025,24.2,32,26.7,83,35.2,6.6,3,120,1,C
7/7/2025,24,32.2,28.1,78,26.4,6.2,4,290,1,C
8/7/2025,24,32.5,28.2,77,72.7,5.6,3,100,1,C
9/7/2025,24.8,31.8,28.4,80,0,5.5,3,300,0,C
10/7/2025,26.2,32,28.5,70,2.2,0.8,3,280,1,C
11/7/2025,26.5,32.2,29,64,0,7,2,100,1,C
12/7/2025,26,32.8,28.9,69,0,1.9,4,70,1,C
13-07-2025,26.4,32.6,28.7,72,0,7,3,80,1,C
14-07-2025,25.8,31.4,28.1,80,5.4,3.1,2,310,0,C
15-07-2025,26,33.2,29,79,0,0,4,240,1,C
16-07-2025,27,33,29.2,75,0,4,3,290,1,C
17-07-2025,25.2,32.4,28.3,80,80,6,3,250,1,C
18-07-2025,25.7,32,28.6,79,1.4,4.5,4,340,1,C
19-07-2025,25,32.4,28.2,74,0.2,5.2,3,290,1,C
20-07-2025,25.2,32,28.4,70,0,6.7,4,290,1,C
21-07-2025,26.4,33.5,28.7,71,0,5.8,3,30,1,C
22-07-2025,25.8,33.6,28.5,69,0,6.3,3,130,1,C
23-07-2025,26.2,33.4,29.6,63,0,7,4,330,0,C
24-07-2025,26.2,34.2,29.5,65,0,7,4,290,1,E
25-07-2025,27.6,33.8,29.9,69,0,6.3,3,140,1,E
26-07-2025,27.2,34.2,29.9,70,0,5.1,4,100,1,C
27-07-2025,27.2,33.4,29.7,76,0,7,3,50,1,C
28-07-2025,27.4,33.8,29,76,0,7.2,2,280,1,C
29-07-2025,25.8,34,29.3,72,47,4.5,3,70,0,C
30-07-2025,26.5,33.6,29.6,73,0,6.2,5,120,1,E
31-07-2025,26.2,34,29.1,71,0,6.8,6,60,2,E
1/8/2025,26.4,34.2,29.2,72,0,7,2,90,1,E
2/8/2025,25.4,33.4,29.3,69,0,6.9,3,100,1,C
3/8/2025,26.2,33.2,29.4,75,0,7,3,120,1,C
4/8/2025,27,33,28.6,73,0,5.9,3,290,1,C
5/8/2025,25.8,33.4,28.9,76,0.4,6,4,280,1,C
6/8/2025,25.4,33.3,28.9,75,4,6.1,4,360,1,C
7/8/2025,26.2,33,29.3,75,0,6.8,3,300,1,C
8/8/2025,26.2,32,28.5,80,3.6,5.7,3,120,1,C
9/8/2025,26.6,33.6,29.4,74,0,4.1,2,250,0,C
10/8/2025,26,33.4,28.6,75,0,6.7,4,330,1,C
11/8/2025,25.6,31.6,27.7,84,34.5,6.4,6,300,1,C
12/8/2025,25.6,29.4,25.9,91,29.1,4,4,160,0,C
13-08-2025,24,32.4,27.4,80,60.8,0.4,3,130,0,C
14-08-2025,24.6,32.4,28.6,69,8888,6.8,4,100,1,C
15-08-2025,24.8,32.2,28.2,63,1.2,4.2,5,290,1,C
16-08-2025,24.8,32.8,28.3,72,0,7.3,4,180,2,E
17-08-2025,25.2,32.8,29.1,71,0,6.8,5,20,3,E
18-08-2025,26.6,32.6,28.9,69,0,7.3,5,100,2,C
19-08-2025,25,30.2,27,83,7.7,3,2,130,0,C
20-08-2025,25.6,31.4,27.4,79,4.4,0.2,3,40,1,C
21-08-2025,24.8,31.8,27.8,81,2.6,1.4,4,310,2,C
22-08-2025,25.8,32,28.4,77,0,3.8,3,260,1,C
23-08-2025,26.2,33.6,29.1,77,0,6.8,3,290,1,C
24-08-2025,26.8,32.6,29.1,75,0,7.1,4,280,1,C
25-08-2025,26.8,31.4,27.9,77,0,7.1,2,290,0,C
26-08-2025,25,33.4,28.7,75,10.4,2.4,3,10,1,C
27-08-2025,25.2,35.2,29.3,63,0,7.4,4,290,1,C
28-08-2025,25.4,32.4,28.8,68,2,7.7,5,320,1,C
29-08-2025,24,33.4,28,77,57.4,3.6,3,120,1,C
30-08-2025,25.2,33.8,28.3,74,0.2,8,3,280,1,C
31-08-2025,26,33.2,28.7,76,0,3.9,3,110,1,C
1/9/2025,26.2,33.4,29,72,7.3,5.2,4,90,1,C
2/9/2025,26.6,33.6,29.5,70,0,8,3,140,1,C
3/9/2025,26.6,34,29.4,65,0,8,4,130,1,C
4/9/2025,27,33.2,29.7,72,0,8,4,60,1,C
5/9/2025,27,33,29.5,73,0,8,6,300,1,C
6/9/2025,27,33.7,29.5,69,0,7.8,2,250,1,C
7/9/2025,25.6,32.8,28.9,65,0.4,6.6,2,130,1,C
8/9/2025,26.8,32.4,29.2,70,0,4.8,3,290,1,C
9/9/2025,27,31.6,27.5,82,0,2.9,4,230,1,C
10/9/2025,25,33,28.5,77,27.7,1.6,3,340,1,C
11/9/2025,25.8,30.4,28.3,77,0.4,6.8,3,240,1,C
12/9/2025,26,33.2,27.9,79,0.8,1.4,3,240,1,C
13-09-2025,25,33.4,28.9,72,2.4,6,4,290,1,C
14-09-2025,26.2,33.2,29.7,70,0,8,3,330,1,C
15-09-2025,27.2,33.5,29.8,63,0,5.5,4,360,1,C
16-09-2025,27.6,33,29.7,69,0,6.4,3,260,1,C
17-09-2025,27,32,28.2,76,8888,5.6,4,310,1,C
18-09-2025,25.2,29.2,27.1,82,9,1.5,3,50,0,C
19-09-2025,25.8,31,28.2,76,0,0,3,110,1,C
20-09-2025,25.4,30.6,26.9,86,8.8,0,5,320,1,C
21-09-2025,26,32.2,27.7,81,1.2,2,4,260,1,C
22-09-2025,26.2,35.2,30,74,0,6.1,2,90,1,C
23-09-2025,25.4,33.6,29,77,6.6,8,3,290,1,C
24-09-2025,26.6,33.5,29.7,68,0,7.5,5,300,1,C
25-09-2025,26.4,33.2,29.5,72,0,8,5,300,1,C
26-09-2025,27,35,30.2,68,0,6.5,4,50,1,C
27-09-2025,27.6,34.4,30.3,69,0,7.6,5,130,2,E
28-09-2025,27.8,34.6,30.5,67,0,8,5,330,2,C
29-09-2025,27.4,33.4,28.1,78,0,8,2,300,1,C
30-09-2025,25.4,32.8,28.3,74,8.1,1.7,4,60,1,C
1/10/2025,24,33.2,28.3,77,21.2,0.8,4,120,1,C
2/10/2025,25.6,32.6,28.8,77,0,8,4,260,1,C
3/10/2025,26.4,33.2,29.6,72,0,2,3,30,1,C
4/10/2025,26.4,34.3,30.2,70,0,2.7,4,300,1,C
5/10/2025,27,34,30.3,69,0,8,4,350,1,C
6/10/2025,27.4,34.6,30.2,68,0,8,4,80,0,C
7/10/2025,27.4,33.2,29,76,0,5.6,5,260,1,C
8/10/2025,26.2,34,29.4,69,0,8,3,280,1,C
9/10/2025,27,33.4,29.8,67,0,8,4,330,1,C
10/10/2025,26.2,33.6,29.4,66,0,8,5,270,2,C
11/10/2025,26.4,35.4,30.2,64,0,6.8,4,120,1,C
12/10/2025,27.8,35,31.2,63,0,8,3,30,1,C
13-10-2025,27.2,35,31.4,68,0,8,3,90,1,C
14-10-2025,27.4,35.2,30.7,70,2.5,6.8,5,80,2,C
15-10-2025,28,33.4,30.6,75,0,8,5,60,2,C
16-10-2025,28,35.4,30.7,70,0.9,7.2,2,90,1,C
17-10-2025,28,34.4,30.8,68,0,8,3,280,1,C
18-10-2025,27,35,29.9,74,1.9,4.2,3,250,1,C
19-10-2025,27,33.4,30.3,71,0,2.6,3,210,1,C
20-10-2025,28,34,31.1,71,0,3.3,4,300,1,C
21-10-2025,28,33.8,30.9,70,0,4,6,300,1,C
22-10-2025,26,35.8,28.8,80,13.6,8,4,260,1,C
23-10-2025,24,34.2,28.8,79,68,5.4,4,240,1,C
24-10-2025,26.2,33.6,28.4,78,8.9,2.8,8,110,2,C
25-10-2025,25.6,34.4,29.3,70,4.5,3.8,6,250,2,C
26-10-2025,26,34,29.2,76,0.7,3.3,4,250,1,C
27-10-2025,25.8,33.4,28.7,76,0,5.4,3,290,1,C
28-10-2025,25.6,31,28,79,2.4,4.8,2,350,1,C
29-10-2025,25.8,32.7,28.3,78,1.5,0,3,270,1,C
30-10-2025,25.4,34.2,28.2,81,67,3.5,5,90,1,C
31-10-2025,24.4,33.4,28.4,77,16,6.8,4,250,1,C
1/11/2025,24.4,34.4,29.3,73,43.6,8,3,140,1,C
2/11/2025,25.2,33.4,29.6,73,0,6.8,4,340,1,C
3/11/2025,26.8,33.6,28.8,73,0,6.2,4,120,1,C
4/11/2025,26.2,34.4,29.8,73,0,5.7,3,290,1,C
5/11/2025,26.4,33.4,29.4,68,4.2,6.5,4,240,1,C
6/11/2025,27.2,33.2,29.4,71,0,2.4,4,260,2,SW
7/11/2025,27.2,34.2,29.4,75,0,2.3,3,280,1,C
8/11/2025,26.6,29.6,27.5,81,0,6,4,250,2,SW
9/11/2025,26.2,34.5,30.8,66,12.4,4.5,5,240,3,SW
10/11/2025,27.4,33.7,29.9,68,0,6.7,5,220,2,SW
11/11/2025,26.3,33,28.9,73,0,2.3,5,260,1,C
12/11/2025,25.6,32.8,28.4,76,0.9,0.8,5,220,2,SW
13-11-2025,26.2,33.4,28.8,72,8888,1.6,5,240,2,SW
14-11-2025,26.4,31,26.8,83,3.5,2.2,4,250,1,C
15-11-2025,24.8,33.2,27.7,78,26.7,0.3,3,280,0,C
16-11-2025,24.4,34.2,30.2,67,3.2,4.8,4,240,1,C
17-11-2025,27.2,34.2,30.4,66,0,3.8,6,220,2,SW
18-11-2025,28,30.6,27.3,81,0,6.2,7,300,1,C
19-11-2025,24.8,32.4,28.4,78,41,0.3,4,300,2,W
20-11-2025,25.2,32.4,28.8,76,2.5,5.6,5,250,2,W
21-11-2025,25.8,34.6,29.2,71,15.3,1.8,3,260,1,C
22-11-2025,26.4,34.2,28.7,73,0,5.3,4,20,1,C
23-11-2025,26,33.2,28.6,72,0.2,3.7,5,260,2,W
24-11-2025,26.6,35.8,30.5,59,0.4,3.2,4,230,2,SW
25-11-2025,26.2,35.4,29.9,61,0,5.8,2,250,1,C
26-11-2025,26.4,34.8,29.9,64,0,6.4,3,240,1,C
27-11-2025,26.6,32.8,29.4,70,0,3.5,4,300,1,C
28-11-2025,26.8,32.5,30,66,0,3,4,340,1,C
29-11-2025,27.2,33,29.2,71,0,2.9,4,290,2,C
30-11-2025,27.2,32.6,29.3,70,1,4.8,6,90,2,C
1/12/2025,25.4,34,28.7,72,0.8,3.3,5,300,1,C
2/12/2025,26.6,33.6,28.9,72,8888,6.8,4,310,1,C
3/12/2025,26.8,32.8,28.6,76,0,4.2,7,300,1,C
4/12/2025,26.2,30.4,26.7,83,25.9,3.6,3,290,1,C
5/12/2025,23.8,32.6,27.4,77,47.5,0.5,3,280,1,C
6/12/2025,25.4,32,28.1,75,0,7.2,3,280,1,SE
7/12/2025,26.2,31.6,29.1,74,0,4.4,4,310,2,SW
8/12/2025,26.4,34,29.3,69,0,2.5,5,200,2,C
9/12/2025,26.2,31.4,28.3,74,0,5.6,3,320,1,C
10/12/2025,26.4,31.4,28.6,74,0,3.6,3,290,1,W
11/12/2025,25.6,31.4,28,80,0.2,3.1,3,250,1,C
12/12/2025,26.4,33,27.9,79,0,3.5,5,280,1,C
13-12-2025,25.4,32.7,28.8,76,4.8,3.6,4,290,2,W
14-12-2025,26.4,32.2,28.9,72,0,2.9,7,230,2,SW
15-12-2025,26.2,33,28.9,73,8888,3,7,240,3,SW
16-12-2025,26.6,32.8,29.1,71,0,2.5,6,230,3,SW
17-12-2025,25.6,33.3,28.3,75,0.4,5.7,5,230,2,SW
18-12-2025,25.8,28.8,27,85,2.4,4.1,3,230,1,C
19-12-2025,25,31,26.7,83,14.8,0.4,4,240,1,SW
20-12-2025,25.4,30.4,27.7,80,30,1.8,3,310,1,C
21-12-2025,26.2,31.9,28.4,76,8888,2.5,3,270,1,C
22-12-2025,25.4,31.8,28.1,82,5.9,1.4,4,280,1,C
23-12-2025,25.8,31.4,29.2,77,0.6,3.9,5,290,2,NW
24-12-2025,24.5,31.6,27.7,81,19.9,4.8,3,310,1,C
25-12-2025,24.6,32.4,28.7,79,0,2.5,5,270,1,C
26-12-2025,25.2,32.4,28.4,78,44.3,6.8,4,240,1,SW
27-12-2025,25.8,32.4,29.2,72,0,3.9,5,230,2,W
28-12-2025,27.2,34.4,29.1,77,0,2.3,6,290,2,C
29-12-2025,26.4,32.3,28.2,76,7.4,6.7,4,290,1,W
30-12-2025,26.2,32,28.2,77,0,2.5,3,270,2,SW
31-12-2025,25,29,26.7,85,14.3,2.8,4,240,1,C
1/1/2026,25.4,30.2,27.4,81,7.3,1.4,4,300,1,C
2/1/2026,26,30.6,26.9,83,0,5.2,4,260,1,C
3/1/2026,24.2,30.4,26.2,82,40.9,1,3,260,1,C
4/1/2026,25,30.6,27.8,80,0,0.6,5,280,1,C
5/1/2026,26.4,31.2,28.4,80,1.8,4,5,310,2,C
6/1/2026,25.6,33.2,28.8,72,0,6.1,4,290,1,W
7/1/2026,26.7,30.2,28.4,80,0,5,3,290,1,W
8/1/2026,26.6,31.4,28,77,0,0.6,5,240,2,W
9/1/2026,25.8,31.6,27.6,80,0,0.6,5,290,2,W
10/1/2026,25.1,30.4,27.1,82,23.7,5.8,4,240,2,W
11/1/2026,24.8,27.7,25,90,8888,0.4,2,290,1,C
12/1/2026,24.3,26.4,24.7,91,35,0.3,3,250,1,C
13-01-2026,22.8,28.6,26.5,87,116,0,4,240,1,C
14-01-2026,24.8,30,25.9,84,12.2,0.2,3,290,1,SW
15-01-2026,24.4,28.2,26.4,80,8.4,1.2,3,270,1,W
16-01-2026,24.8,30.2,27.3,80,3.8,0.3,5,290,2,C
17-01-2026,25.8,28.8,27.1,86,3.9,4.8,5,290,2,W
18-01-2026,24.4,29.6,26.5,87,213.4,0,4,250,1,C
19-01-2026,24.4,29.4,27.3,79,0.4,0.8,4,300,1,C
20-01-2026,24,29.6,25.6,85,19.4,2.6,4,220,1,C
21-01-2026,23.8,27,24.9,89,16.9,2.7,3,300,1,C
22-01-2026,23.6,27.7,24.5,92,44.8,0.4,4,300,1,C
23-01-2026,23.4,29,26.6,83,125.6,0,4,290,3,W
24-01-2026,25,29.5,28,74,25.2,0.2,6,300,3,NW
25-01-2026,26.8,29.6,28.3,77,0,5.5,6,270,2,W
26-01-2026,25,30.3,27.2,82,61,6.4,3,290,1,W
27-01-2026,25.2,29.7,27.3,81,11,4.5,4,260,2,W
28-01-2026,25.2,29.4,27.6,78,30.6,0,4,280,1,W
29-01-2026,24.2,29.8,26,86,53.7,1,5,300,1,C
30-01-2026,23.4,30.7,26.2,84,46.6,1.7,3,290,1,C
31-01-2026,23.5,30,26.5,85,13.4,1.7,3,280,1,W
1/2/2026,24.3,29.5,26.9,84,27.6,2.8,3,300,1,C
2/2/2026,25,28.8,26.6,83,9.2,3.5,4,290,1,C
3/2/2026,24.8,30.9,27.3,78,3.4,8,4,290,1,W
4/2/2026,25.3,30.5,27.4,79,0,6.2,3,290,1,W
5/2/2026,25.6,30.4,27.4,82,5.6,3.2,3,260,1,W
6/2/2026,25.2,30,26.9,81,11.5,2.7,5,250,1,W
7/2/2026,25.4,30.2,27,86,8.4,1.2,6,280,1,C
8/2/2026,24.5,30.4,26.3,86,23.6,2,3,283,1,SW
9/2/2026,24.4,28.9,26.5,84,17.4,0.6,3,280,1,W
10/2/2026,25,29.8,27.4,82,1.9,0,3,282,1,C
11/2/2026,25.6,31.2,27.4,85,0,5.2,6,310,1,C
12/2/2026,26,32.4,26.7,85,0,2.2,3,260,1,C
13-02-2026,24.8,30.3,26.9,84,40.2,3.2,3,250,1,W
14-02-2026,24.7,31.3,28.1,80,0.2,2.3,3,268,1,W
15-02-2026,25.1,30.7,27.4,82,3.5,3.3,3,270,1,W
16-02-2026,25.4,29.2,27.2,84,1,1.2,7,300,1,C
17-02-2026,24.9,31,27.3,79,24,0.6,5,290,2,C
18-02-2026,24.7,30.2,26.9,83,13.8,3,4,290,1,C
19-02-2026,24.5,29.5,27.2,85,13.4,1.4,5,300,2,W
20-02-2026,23.8,29.7,26.7,84,120.6,0,3,290,1,W
21-02-2026,25,30.2,27.7,81,4.2,1.8,6,290,2,C
22-02-2026,25.8,30,27.6,86,4.4,3.7,5,290,1,C
23-02-2026,23.8,29.6,25.8,86,37.2,0.4,3,245,1,SW
24-02-2026,23.8,32.1,27.5,72,13.6,0,2,280,1,W
25-02-2026,25.2,35.3,29.7,66,8888,0.2,3,220,2,SW
26-02-2026,27,33,29.7,65,0,3.3,7,240,3,SW
27-02-2026,25,31.6,27.4,78,5.4,0.4,9,240,3,SW
28-02-2026,24.4,34.2,28.4,69,7.8,0,4,260,2,SW
1/3/2026,25.4,32.4,28.7,75,4.8,4.2,2,270,1,C
2/3/2026,26.8,31.8,28.3,79,9,3.5,3,230,1,SW
3/3/2026,25.2,32.9,27.8,76,2.6,0,4,220,2,SW
4/3/2026,23.6,32.9,27.5,76,11.4,2.1,3,240,2,SW
5/3/2026,24.8,29.8,27.4,81,0,3,3,250,2,SW
6/3/2026,24.5,29.6,25.6,89,9.5,2,3,280,1,C
7/3/2026,24.4,30.2,26.3,85,65.9,0,2,260,1,C
8/3/2026,23.2,29.6,25.7,86,113.4,5,3,250,1,C
9/3/2026,24.5,31.2,27.5,80,3.2,4,3,290,1,W
10/3/2026,24.8,33.7,27.9,76,0,5.1,3,300,1,W
11/3/2026,25.3,31.2,27.9,79,7.1,4.9,4,280,1,W
12/3/2026,25.8,33.4,28.4,79,0,7,4,280,1,C
13-03-2026,26,34.6,28.9,74,0,8,6,290,2,W
14-03-2026,26,32.2,28.8,70,0,8,6,310,3,SW
15-03-2026,27.2,32.7,29.1,73,0,8,3,280,2,SW
16-03-2026,26.9,32.8,28.8,73,0,8,3,260,2,W
17-03-2026,26.3,33.1,28.8,66,0,8,3,280,2,SW
18-03-2026,26.5,33.2,29.3,71,0,8,4,270,1,C
19-03-2026,26.8,31.8,29,70,0,8,4,300,1,C
20-03-2026,27,33.6,29.7,71,8888,8,3,250,1,C
21-03-2026,25.6,32,28.8,77,5.6,7.8,3,290,1,C
22-03-2026,25.8,31.8,27.4,83,5.6,4.8,3,105,0,C
23-03-2026,25.6,32,28.2,78,1.8,8,3,250,1,C
24-03-2026,26.8,30.8,28,82,0,5.2,3,240,1,C
25-03-2026,25.8,31.6,27.7,84,10,3.1,3,289,1,C
26-03-2026,25.4,30,27.1,85,33.5,3.3,3,290,1,W
27-03-2026,25.5,29.9,28,79,1.6,0,3,270,1,C
28-03-2026,26.6,31.4,28.6,78,0.4,2.7,5,290,1,C
29-03-2026,26,32.5,28.9,79,0.6,2.3,2,276,1,C
30-03-2026,26.2,33.3,28.3,82,3.4,7.4,2,240,1,E
31-03-2026,25.8,32,28.3,79,5.5,6.1,2,300,1,C
1/4/2026,26.2,33.6,29.7,73,0,6.3,4,120,1,C
2/4/2026,26.2,32.4,28.7,77,16.2,8,4,120,1,C
3/4/2026,26,34.5,29.2,73,8888,8,2,120,1,SE
4/4/2026,24.9,33.8,28,80,8.5,5.4,3,110,1,E
5/4/2026,25.6,34.1,29.7,69,0,6.9,3,80,1,E
6/4/2026,26.6,32.5,29.2,72,0,8,3,220,1,C
7/4/2026,26.8,32.8,29.4,73,0,3.5,3,350,2,W
8/4/2026,26.6,33,29,73,0,5.8,4,250,1,C
9/4/2026,26.8,33.3,29.5,70,1.4,5.1,3,240,2,SW
10/4/2026,26.4,34.6,29.3,70,0,3.8,3,290,1,SW
11/4/2026,26.8,33.2,29.2,75,2,5.7,3,320,1,C
12/4/2026,25.8,33,28.3,78,1,6.7,4,230,1,C
13-04-2026,26.4,33.2,29.2,78,4.4,6.4,4,277,1,C
14-04-2026,26.8,34.6,29.1,75,8.8,6.2,3,105,1,E
15-04-2026,26.4,32.5,29.1,75,0,7,4,110,1,C
16-04-2026,27.2,33.3,29.6,74,11.8,6,3,90,1,C
17-04-2026,27,33,29.4,74,0,5.5,4,130,2,E
18-04-2026,26.7,33.6,29.9,72,0,5.2,3,60,1,C
19-04-2026,27.2,33.9,29.9,74,0,7.5,5,320,1,E
20-04-2026,26.7,33.8,29.6,70,7.8,6.7,3,90,1,C
21-04-2026,27.4,33.4,29.8,74,0,7,3,305,1,C
22-04-2026,27.8,33.2,30,73,0,7.2,3,294,1,C
23-04-2026,26.6,32,29.1,76,3,4.8,3,120,1,C
24-04-2026,27.2,34.4,30,73,8888,1.3,2,70,1,E
25-04-2026,27.7,34.2,30.4,70,0,5.2,3,79,1,C
26-04-2026,27.8,33,30,76,0,3.7,5,330,2,C
27-04-2026,28,34,30.6,66,0,7,7,250,1,C
28-04-2026,25.8,33.1,28.9,80,25.4,6.7,3,300,1,C
29-04-2026,26.4,34.3,29.9,75,0.4,4.4,3,110,1,E
30-04-2026,27.7,33,29.2,75,0,7,5,140,1,C
1/5/2026,25.8,33.2,28.4,76,17.4,3.2,3,290,1,C
2/5/2026,26,33.2,29.2,74,0.2,4.7,3,290,1,C
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
